City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,itagiba,-14.2836,-39.8428,76.84,70,5,7.63,BR,1701900433
364,sterling,39.0062,-77.4286,42.89,55,75,19.57,US,1701899606
365,arraial do cabo,-22.9661,-42.0278,76.86,88,0,17.27,BR,1701900469
366,broome,42.2506,-75.833,31.32,83,100,6.91,US,1701900470
367,veinticinco de mayo,-35.4323,-60.1727,64.63,94,90,7.25,AR,1701900470
368,stephenville,32.2207,-98.2023,68.86,36,0,8.05,US,1701900472
369,lockwood,45.8191,-108.4149,60.42,31,75,19.57,US,1701900472
370,zhalantun,48.0,122.7167,-0.9,81,51,5.84,CN,1701900473
371,elko,41.0002,-115.5012,57.22,46,4,7.0,US,1701900474
372,kailua-kona,19.6406,-155.9956,82.51,73,20,11.5,US,1701900476
373,karwar,14.8,74.1333,75.43,78,62,3.6,IN,1701900477
374,berezovyy,51.6667,135.7,10.54,97,100,2.13,RU,1701900477
375,bedele,8.456,36.353,55.36,89,3,2.64,ET,1701900478
376,carlsbad,33.1581,-117.3506,80.35,56,0,8.05,US,1701900420
377,midvagur,62.0511,-7.1939,40.03,75,40,14.97,FO,1701900480
378,sarikei,2.1167,111.5167,73.9,99,100,2.86,MY,1701900481
379,kruisfontein,-34.0033,24.7314,66.88,86,79,10.69,ZA,1701900482
380,khadro,26.1472,68.7176,64.42,38,0,7.74,PK,1701900483
381,amod,21.9833,72.9,75.29,58,85,9.6,IN,1701900484
382,pitiquito,30.7,-112.0833,80.53,16,1,5.23,MX,1701900485
383,darnah,32.767,22.6367,64.24,71,100,10.49,LY,1701900487
384,akureyri,65.6835,-18.0878,12.54,85,3,5.82,IS,1701900488
385,san patricio,28.017,-97.5169,72.16,53,78,11.63,US,1701900489
386,khandyga,62.6667,135.6,-49.16,97,100,1.52,RU,1701900490
387,vilyuysk,63.7553,121.6247,-50.01,100,84,3.0,RU,1701900491
388,cox,38.1475,-0.8909,54.5,86,87,3.0,ES,1701900492
389,calca,-13.3333,-71.95,61.95,73,97,7.11,PE,1701900493
390,calp,38.6447,0.0445,55.54,77,98,9.71,ES,1701900494
391,san pedro carcha,15.4833,-90.2667,68.61,83,75,4.61,GT,1701900495
392,kita,13.0349,-9.4895,78.19,17,3,4.12,ML,1701900496
393,saldanha,-33.0117,17.9442,65.55,74,0,4.45,ZA,1701900497
394,opuwo,-18.0607,13.84,75.22,60,59,4.76,NA,1701900499
395,samaro,25.2815,69.3965,64.8,38,0,9.35,PK,1701900500
396,kolobrzeg,54.1757,15.5834,30.96,84,100,12.84,PL,1701900501
397,sao joao da barra,-21.6403,-41.0511,78.89,89,1,16.22,BR,1701900502
398,recani,31.2846,-4.2688,59.04,40,35,4.34,MA,1701900503
399,zeya,53.75,127.2667,-0.29,98,100,1.83,RU,1701900504
400,canyon,34.9803,-101.9188,69.67,24,38,17.0,US,1701900312
401,mahebourg,-20.4081,57.7,77.25,82,47,7.63,MU,1701900506
402,mtambile,-5.3833,39.7,80.56,82,94,8.37,TZ,1701900506
403,mallow,52.1333,-8.6333,51.03,97,100,8.34,IE,1701900507
404,howrah,22.5892,88.3103,66.2,88,75,6.91,IN,1701900508
405,qamdo,31.1667,97.2333,11.73,44,48,2.44,CN,1701900509
406,fairfield glade,36.0004,-84.8863,40.6,63,0,4.61,US,1701900510
407,meru,0.0463,37.6559,59.7,88,86,3.18,KE,1701900511
408,san martin,-33.081,-68.4681,82.74,18,0,13.4,AR,1701900512
409,taulaga,-11.0553,-171.0883,82.8,80,93,12.12,AS,1701900513
410,tamiahua,21.2667,-97.45,70.23,89,100,4.83,MX,1701900514
411,zhangye,38.9342,100.4517,30.09,34,18,1.59,CN,1701900515
412,kem',64.9555,34.5793,-0.26,100,80,3.71,RU,1701900516
413,rikaze,29.25,88.8833,25.05,60,29,3.4,CN,1701900517
414,'ali sabieh,11.1558,42.7125,67.23,71,13,11.05,DJ,1701900263
415,magistral'nyy,56.1725,107.4458,-31.63,99,96,3.29,RU,1701900519
416,yuanping,38.7153,112.7575,30.96,41,0,0.98,CN,1701900520
417,cidreira,-30.1811,-50.2056,73.11,96,67,8.05,BR,1701900522
418,formosa,-26.1775,-58.1781,82.27,84,18,4.14,AR,1701900523
419,nchelenge,-9.3451,28.734,70.66,88,100,2.37,ZM,1701900524
420,ceeldheer,3.8488,47.1806,77.59,65,47,15.82,SO,1701900525
421,sao francisco,-15.9486,-44.8644,83.43,24,14,4.0,BR,1701900526
422,st. john's,47.5649,-52.7093,25.56,85,44,4.0,CA,1701900526
423,mount gambier,-37.8333,140.7667,58.84,55,100,4.97,AU,1701900527
424,pitimbu,-7.4706,-34.8086,79.39,75,12,9.98,BR,1701900528
425,lamu,-2.2717,40.902,80.82,83,96,9.57,KE,1701900529
426,yegor'yevsk,55.3783,39.0411,-3.01,100,97,1.99,RU,1701900471
427,mpraeso,6.5932,-0.7346,73.83,58,100,3.04,GH,1701900531
428,jiayuguan,39.8167,98.3,34.47,24,89,3.02,CN,1701900532
429,el granada,37.5027,-122.4694,63.86,90,75,14.97,US,1701900533
430,codrington,-38.2667,141.9667,59.5,58,100,4.09,AU,1701900534
431,freeport,40.6576,-73.5832,39.38,59,100,20.71,US,1701900535
432,lagoa,39.05,-27.9833,62.37,74,100,25.05,PT,1701900536
433,broken hill,-31.95,141.4333,86.95,25,99,19.62,AU,1701900438
434,amurzet,47.6967,131.0981,-3.39,95,16,5.01,RU,1701900538
435,xining,36.6167,101.7667,27.97,29,0,2.44,CN,1701900539
436,sinabang,2.4803,96.3801,79.3,86,100,9.08,ID,1701900540
437,lerwick,60.1545,-1.1494,39.2,80,17,19.86,GB,1701900540
438,mulanje,-16.0316,35.5,68.25,84,8,9.69,MW,1701900541
439,papao,-17.75,-149.55,83.88,87,100,17.76,PF,1701900542
440,ebon,4.582,168.6964,82.65,81,95,21.36,MH,1701900543
441,gijang,35.2442,129.2139,44.38,48,2,10.07,KR,1701900544
442,neiafu,-18.65,-173.9833,84.88,74,20,12.66,TO,1701900545
443,jianshui,23.6363,102.8264,53.46,78,99,2.21,CN,1701900546
444,oppdal,62.5943,9.6912,15.57,71,100,7.11,NO,1701900526
445,twon-brass,4.3151,6.2418,81.48,78,87,10.96,NG,1701900548
446,pacific grove,36.6177,-121.9166,64.65,81,100,14.97,US,1701900313
447,byron bay,-28.65,153.6167,79.72,67,6,2.57,AU,1701900550
448,aweil,8.7682,27.4002,81.48,20,3,8.25,SS,1701900552
449,khasab,26.1799,56.2477,75.11,49,0,1.32,OM,1701900553
450,kindu,-2.95,25.95,70.72,99,96,1.05,CD,1701900554
451,kodinsk,58.6881,99.1844,-26.55,91,73,5.59,RU,1701900555
452,rexburg,43.826,-111.7897,48.18,57,0,3.44,US,1701900556
453,la passe,45.5549,-0.8967,39.43,88,72,10.74,FR,1701900557
454,hailar,49.2,119.7,-21.8,98,22,5.5,CN,1701900558
455,port moresby,-9.4431,147.1797,80.28,74,100,4.97,PG,1701900489
456,flying fish cove,-10.4217,105.6791,76.68,88,75,5.75,CX,1701900560
457,nuuk,64.1835,-51.7216,45.21,31,75,25.32,GL,1701900561
458,yung shue wan,22.2333,114.1167,66.67,56,94,9.44,HK,1701900563
459,malya,-2.9833,33.5167,68.45,86,63,2.73,TZ,1701900564
460,cole harbour,44.6724,-63.4751,24.98,83,84,1.99,CA,1701900565
461,brymbo,53.0667,-3.0667,37.11,94,100,14.67,GB,1701900566
462,tomatlan,19.9333,-105.25,88.68,40,68,6.44,MX,1701900567
463,abu jibeha,11.4562,31.2285,76.66,20,10,8.03,SD,1701900568
464,aginskoye,51.1,114.53,-8.37,93,26,0.69,RU,1701900569
465,touros,-5.1989,-35.4608,79.86,77,25,14.56,BR,1701900570
466,miri,4.4148,114.0089,77.45,92,98,3.8,MY,1701900571
467,solnechnyy,50.7214,136.6319,15.03,99,100,0.85,RU,1701900572
468,ganserndorf,48.3392,16.7202,39.18,88,100,9.15,AT,1701900573
469,knyaze-volkonskoye,48.4642,135.4567,16.14,94,100,7.0,RU,1701900574
470,fujieda,34.8667,138.2667,51.08,83,70,6.96,JP,1701900575
471,prado,-17.3411,-39.2208,77.14,81,0,8.03,BR,1701900576
472,el campo,29.1966,-96.2697,71.89,30,0,3.44,US,1701900577
473,karis,60.0718,23.6616,32.63,82,100,7.54,FI,1701900578
474,mhamid,29.82,-5.72,62.76,35,71,5.88,MA,1701900580
475,taltal,-25.4,-70.4833,68.49,66,22,8.52,CL,1701900581
476,el galpon,-25.3807,-64.6526,75.27,75,92,6.91,AR,1701900582
477,montemor-o-novo,38.6481,-8.2145,50.59,86,100,4.59,PT,1701900583
478,mont-laurier,46.5501,-75.4993,7.72,94,8,1.92,CA,1701900481
479,kutum,14.2,24.6667,63.1,15,3,7.96,SD,1701900585
480,sabang,5.8933,95.3214,80.71,77,100,3.94,ID,1701900586
481,dawei,14.0833,98.2,74.75,88,33,3.47,MM,1701900587
482,nieuw amsterdam,5.8833,-55.0833,80.62,85,40,6.91,SR,1701900588
483,kingston,17.997,-76.7936,77.22,90,40,3.91,JM,1701900589
484,rapla,59.0072,24.7928,19.11,98,91,4.54,EE,1701900590
485,kasane,-17.8167,25.15,79.16,30,35,3.18,BW,1701900591
486,saint-pierre,-21.3393,55.4781,77.58,69,100,6.91,RE,1701900592
487,chuhar jamali,24.3895,67.9923,65.34,31,0,10.0,PK,1701900593
488,arteche,12.2645,125.4048,77.85,79,99,6.13,PH,1701900594
489,arkalyk,50.2486,66.9114,11.1,73,96,10.67,KZ,1701900595
490,funafuti,-8.5243,179.1942,89.6,74,75,12.66,TV,1701900596
491,komadi,47.0,21.5,36.16,99,100,3.31,HU,1701900597
492,las vegas,36.175,-115.1372,70.48,24,0,8.01,US,1701900244
493,tuy hoa,13.0833,109.3,73.65,91,99,6.46,VN,1701900598
494,mugia,43.1041,-9.2179,53.91,85,100,32.64,ES,1701900599
495,san clemente del tuyu,-36.3569,-56.7235,63.99,94,100,12.88,AR,1701900600
496,karera,25.4667,78.15,64.78,49,58,5.61,IN,1701900564
497,santa ana,33.7456,-117.8678,82.42,47,20,10.36,US,1701900590
498,conception bay south,47.4999,-52.9981,25.32,84,57,5.88,CA,1701900222
499,hammerfest,70.6634,23.6821,21.65,63,58,17.27,NO,1701900607
500,pampierstad,-27.7832,24.6877,71.51,58,80,10.29,ZA,1701900608
501,ambodifotatra,-16.9833,49.85,77.85,76,27,2.75,MG,1701900610
502,linares,-35.85,-71.6,83.59,16,0,6.11,CL,1701900507
503,mwene-ditu,-7.0,23.45,66.9,98,100,2.89,CD,1701900612
504,valparaiso,-33.0393,-71.6273,68.0,62,0,16.11,CL,1701900614
505,rabo de peixe,37.8,-25.5833,67.51,99,75,17.27,PT,1701900331
506,naze,28.3667,129.4833,60.96,61,42,13.15,JP,1701900451
507,malindi,-3.2175,40.1191,80.24,84,89,7.74,KE,1701900617
508,illizi,26.4833,8.4667,63.55,18,76,5.77,DZ,1701900618
509,bangassou,4.7413,22.8184,70.68,95,98,2.55,CF,1701900619
510,san jose del guaviare,2.5729,-72.6459,83.73,66,74,3.06,CO,1701900586
511,carora,10.1755,-70.0827,85.24,39,100,13.56,VE,1701900621
512,bakanas,44.8081,76.2772,36.25,64,100,9.46,KZ,1701900622
513,severo-yeniseyskiy,60.3725,93.0408,-42.43,100,68,4.0,RU,1701900623
514,puerto colombia,10.9878,-74.9547,86.09,81,80,16.64,CO,1701900583
515,griffith,41.5284,-87.4237,37.35,75,40,12.66,US,1701900004
516,nikolayevsk-on-amure,53.1406,140.73,20.3,97,100,2.33,RU,1701900626
517,tralee,52.2704,-9.7026,47.59,95,99,4.7,IE,1701900627
518,westport,41.1415,-73.3579,39.02,65,100,12.66,US,1701900504
519,kununurra,-15.7667,128.7333,76.98,88,32,0.0,AU,1701900630
520,shevchenkove,49.6959,37.1735,26.08,73,86,13.35,UA,1701900631
521,moengo,5.6167,-54.4,75.34,94,58,5.86,SR,1701900632
522,lambayong,6.5194,125.0444,66.76,97,72,1.92,PH,1701900633
523,gizo,-8.103,156.8419,81.95,84,100,22.93,SB,1701900634
524,el calafate,-50.3408,-72.2768,59.38,49,11,14.5,AR,1701900636
525,qui nhon,13.7667,109.2333,75.25,86,100,10.92,VN,1701900638
526,labytnangi,66.6572,66.4183,-30.39,100,21,3.15,RU,1701900639
527,bayt al faqih,14.5164,43.3245,77.2,59,8,3.96,YE,1701900641
528,belyy yar,53.6039,91.3903,26.49,46,14,22.37,RU,1701900642
529,al burayqah,30.4062,19.5739,66.4,40,100,9.91,LY,1701900643
530,balabac,7.9868,117.0645,80.8,83,54,2.46,PH,1701900644
531,zhangatas,43.5667,69.75,29.08,58,100,7.09,KZ,1701900645
532,kijang,35.2442,129.2139,44.38,48,2,10.07,KR,1701900646
533,banfora,10.6333,-4.7667,80.28,14,9,2.62,BF,1701900647
534,tabua,40.3327,-8.0141,48.38,85,100,3.53,PT,1701900648
535,ketchikan,55.3422,-131.6461,46.38,70,75,6.91,US,1701900650
536,srednyaya yelyuzan',53.0241,45.9529,-2.27,100,75,2.82,RU,1701900651
537,belmonte,-15.8631,-38.8828,76.93,84,1,7.25,BR,1701900652
538,callao,-12.0667,-77.15,70.09,78,75,11.5,PE,1701900529
539,barra de santo antonio,-9.4047,-35.5072,79.88,80,26,7.63,BR,1701900655
540,whakatane,-37.9585,176.9854,71.51,71,0,5.01,NZ,1701900656
541,taoudenni,22.6783,-3.9836,72.59,11,100,6.42,ML,1701900657
542,kerikeri,-35.2268,173.9474,68.92,76,13,3.0,NZ,1701900658
543,hauterive,46.0901,3.4459,34.0,91,94,3.24,FR,1701900659
544,tucuma,-0.1833,-50.05,78.1,89,41,6.4,BR,1701900660
545,skowhegan,44.7651,-69.7192,21.76,90,99,2.75,US,1701900661
546,kochenevo,55.0218,82.202,-10.01,96,100,9.24,RU,1701900662
547,north platte,41.1239,-100.7654,62.49,38,0,3.44,US,1701900663
548,quellon,-43.1167,-73.6167,56.77,63,5,13.04,CL,1701900568
549,port douglas,-16.4833,145.4667,80.37,66,77,10.92,AU,1701900665
550,graaff-reinet,-32.2522,24.5308,59.92,81,2,1.99,ZA,1701900666
551,tyukhtet,56.5389,89.3011,-9.29,94,100,6.38,RU,1701900667
552,coquimbo,-29.9533,-71.3436,62.83,72,6,7.49,CL,1701900473
553,merizo village,13.2658,144.6691,82.96,83,89,15.61,GU,1701900669
554,menaka,15.9182,2.4022,78.73,13,1,9.55,ML,1701900393
555,sumbawa besar,-8.5,117.4333,76.77,89,100,3.22,ID,1701900671
556,argo,37.6333,22.7333,57.78,71,100,3.89,GR,1701900672
557,mogocha,53.7333,119.7667,-20.83,98,26,3.58,RU,1701900673
558,cuneo,44.3973,7.5445,40.51,60,2,4.61,IT,1701900674
559,nizhneudinsk,54.9076,99.0276,-1.95,98,100,5.61,RU,1701900676
560,guangyuan,32.442,105.823,45.27,69,0,1.45,CN,1701900677
561,hasaki,35.7333,140.8333,50.4,66,96,22.19,JP,1701900678
562,luanda,-8.8368,13.2343,80.22,74,32,8.81,AO,1701900679
563,adelia maria,-33.6315,-64.021,78.64,44,1,3.0,AR,1701900530
564,galesong,-5.3166,119.3661,75.22,84,100,3.0,ID,1701900681
565,albestii pamanteni,45.2167,24.6667,36.95,99,100,2.46,RO,1701900682
566,palmeiras de goias,-16.805,-49.9258,80.01,56,57,5.79,BR,1701900684
567,da lat,11.9465,108.4419,58.77,94,100,4.43,VN,1701900685
568,ke-macina,13.9623,-5.3572,79.66,12,2,9.4,ML,1701900686
569,santa luzia,-19.7697,-43.8514,81.5,61,28,6.04,BR,1701900687
570,bethal,-26.4579,29.4655,59.56,94,93,8.72,ZA,1701900688
571,la ronge,55.1001,-105.2842,33.3,81,98,7.94,CA,1701900689
572,oban,56.4127,-5.4706,37.85,76,100,12.93,GB,1701900691
573,morant bay,17.8815,-76.4093,80.58,81,12,11.27,JM,1701900692
574,huarmey,-10.0681,-78.1522,71.04,78,100,10.67,PE,1701900693
575,mount pearl,47.5166,-52.7813,24.73,85,37,1.01,CA,1701900456
576,boende,-0.2167,20.8667,71.87,99,100,2.44,CD,1701900695
577,port blair,11.6667,92.75,80.13,80,100,2.66,IN,1701900696
578,agat village,13.3886,144.6585,83.34,78,20,9.22,GU,1701900697
579,martuk,50.7475,56.5056,8.29,97,56,1.03,KZ,1701900699
580,pembroke,45.8168,-77.1162,12.18,81,8,2.21,CA,1701900700
581,panjakent,39.4952,67.6093,46.54,43,68,2.24,TJ,1701900700
582,shingu,33.7333,135.9833,56.59,74,2,12.66,JP,1701900702
583,gunjur,13.2019,-16.7339,77.07,88,0,11.5,GM,1701900703
584,buncrana,55.1333,-7.45,47.97,88,100,24.65,IE,1701900704
585,tuzha,57.6062,47.936,-17.45,100,35,2.46,RU,1701900705
